Country,Description,Quantity,Rank,Performing
Belgium,WOODLAND DESIGN  COTTON TOTE BAG,18,62.0,General performer
Belgium,WOODLAND LARGE RED FELT HEART,12,67.0,General performer
Belgium,WOODLAND MINI BACKPACK,16,64.0,General performer
Belgium,WOODLAND STORAGE BOX LARGE ,6,72.0,General performer
Belgium,WOODLAND STORAGE BOX SMALL,6,72.0,General performer
Belgium,WRAP  VINTAGE DOILY ,25,57.0,General performer
Belgium,WRAP CAROUSEL,25,57.0,General performer
Belgium,WRAP CHRISTMAS VILLAGE,25,57.0,General performer
Belgium,WRAP COWBOYS  ,25,57.0,General performer
Belgium,WRAP DAISY CARPET ,50,44.0,General performer
Belgium,WRAP DOILEY DESIGN,25,57.0,General performer
Belgium,WRAP DOLLY GIRL,25,57.0,General performer
Belgium,WRAP ENGLISH ROSE ,50,44.0,General performer
Belgium,WRAP GINGHAM ROSE ,25,57.0,General performer
Belgium,WRAP MAGIC FOREST ,25,57.0,General performer
Belgium,WRAP MONSTER FUN ,25,57.0,General performer
Belgium,WRAP PAISLEY PARK ,50,44.0,General performer
Belgium,WRAP PINK FAIRY CAKES ,25,57.0,General performer
Belgium,WRAP RED APPLES ,25,57.0,General performer
Belgium,WRAP RED VINTAGE DOILY,75,35.0,Top Performer
Belgium,WRAP SUKI AND FRIENDS,50,44.0,General performer
Brazil,CLOCK MAGNET MUM'S KITCHEN,6,5.0,Top Performer
Brazil,COOK WITH WINE METAL SIGN ,12,3.0,Top Performer
Brazil,DOLLY GIRL LUNCH BOX,24,1.0,Top Performer
Brazil,DOORMAT AIRMAIL ,10,4.0,Top Performer
Brazil,EDWARDIAN PARASOL BLACK,3,6.0,Top Performer
Brazil,EDWARDIAN PARASOL NATURAL,3,6.0,Top Performer
Brazil,EDWARDIAN PARASOL PINK,3,6.0,Top Performer
Brazil,EDWARDIAN PARASOL RED,3,6.0,Top Performer
Brazil,EMERGENCY FIRST AID TIN ,12,3.0,Top Performer
Brazil,FIRST AID TIN,6,5.0,Top Performer
Brazil,GREEN REGENCY TEACUP AND SAUCER,24,1.0,Top Performer
Brazil,JAM CLOCK MAGNET,6,5.0,Top Performer
Brazil,LUNCH BAG DOLLY GIRL DESIGN,10,4.0,Top Performer
Brazil,LUNCH BAG SPACEBOY DESIGN ,10,4.0,Top Performer
Brazil,NATURAL SLATE RECTANGLE CHALKBOARD,12,3.0,Top Performer
Brazil,OPEN CLOSED METAL SIGN,10,4.0,Top Performer
Brazil,PHARMACIE FIRST AID TIN,6,5.0,Top Performer
Brazil,PINK REGENCY TEACUP AND SAUCER,24,1.0,Top Performer
Brazil,PLEASE ONE PERSON METAL SIGN,12,3.0,Top Performer
Brazil,RECYCLED ACAPULCO MAT BLUE,2,7.0,Top Performer
Brazil,RECYCLED ACAPULCO MAT GREEN,2,7.0,Top Performer
Brazil,RECYCLED ACAPULCO MAT LAVENDER,2,7.0,Top Performer
Brazil,RECYCLED ACAPULCO MAT PINK,2,7.0,Top Performer
Brazil,RECYCLED ACAPULCO MAT RED,2,7.0,Top Performer
Brazil,RECYCLED ACAPULCO MAT TURQUOISE,2,7.0,Top Performer
Brazil,REGENCY CAKESTAND 3 TIER,16,2.0,Top Performer
Brazil,ROSES REGENCY TEACUP AND SAUCER ,24,1.0,Top Performer
Brazil,SET OF 4 PANTRY JELLY MOULDS,24,1.0,Top Performer
Brazil,SET OF 6 SPICE TINS PANTRY DESIGN,24,1.0,Top Performer
Brazil,SET/3 RED GINGHAM ROSE STORAGE BOX,24,1.0,Top Performer
Brazil,SMALL HEART FLOWERS HOOK ,24,1.0,Top Performer
Brazil,SPACEBOY LUNCH BOX ,12,3.0,Top Performer
Canada,10 COLOUR SPACEBOY PEN,24,9.0,Top Performer
Canada,12 PENCILS TALL TUBE POSY,24,9.0,Top Performer
Canada,4 TRADITIONAL SPINNING TOPS,12,12.0,Top Performer
Canada,60 CAKE CASES DOLLY GIRL DESIGN,24,9.0,Top Performer
Canada,ABC TREASURE BOOK BOX ,8,14.0,Top Performer
Canada,AIRLINE BAG VINTAGE WORLD CHAMPION ,4,16.0,Top Performer
Canada,ALARM CLOCK BAKELIKE ORANGE,4,16.0,Top Performer
Canada,ALARM CLOCK BAKELIKE RED ,4,16.0,Top Performer
Canada,APRON APPLE DELIGHT,4,16.0,Top Performer
Canada,ASSORTED COLOUR BIRD ORNAMENT,8,14.0,Top Performer
Canada,BAG 125g SWIRLY MARBLES,12,12.0,Top Performer
Canada,BAKING SET 9 PIECE RETROSPOT ,6,15.0,Top Performer
Canada,BAKING SET SPACEBOY DESIGN,6,15.0,Top Performer
Canada,BLACK BAROQUE CARRIAGE CLOCK,2,18.0,Top Performer
Canada,BLACK BAROQUE WALL CLOCK ,2,18.0,Top Performer
Canada,BLACK CANDELABRA T-LIGHT HOLDER,6,15.0,Top Performer
Canada,BLACK KITCHEN SCALES,2,18.0,Top Performer
Canada,"BLACK TEA,COFFEE,SUGAR JARS",12,12.0,Top Performer
Canada,BLUE COAT RACK PARIS FASHION,3,17.0,Top Performer
Canada,BLUE ROUND COMPACT MIRROR,24,9.0,Top Performer
Canada,BLUE TRAVEL FIRST AID KIT,10,13.0,Top Performer
Canada,BOUDOIR SQUARE TISSUE BOX,36,6.0,Top Performer
Canada,BOX OF 9 PEBBLE CANDLES,12,12.0,Top Performer
Canada,BUFFALO BILL TREASURE BOOK BOX,8,14.0,Top Performer
Canada,BULL DOG BOTTLE OPENER,4,16.0,Top Performer
Canada,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,24,9.0,Top Performer
Canada,BUNDLE OF 3 RETRO NOTE BOOKS,12,12.0,Top Performer
Canada,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,24,9.0,Top Performer
Canada,CARAVAN SQUARE TISSUE BOX,36,6.0,Top Performer
Canada,CHILDREN'S APRON DOLLY GIRL ,6,15.0,Top Performer
Canada,CHILDRENS APRON SPACEBOY DESIGN,8,14.0,Top Performer
Canada,CHILDS BREAKFAST SET CIRCUS PARADE,2,18.0,Top Performer
Canada,CHILDS BREAKFAST SET DOLLY GIRL ,2,18.0,Top Performer
Canada,CHILDS BREAKFAST SET SPACEBOY ,2,18.0,Top Performer
Canada,CIRCUS PARADE LUNCH BOX ,12,12.0,Top Performer
Canada,COLOUR GLASS T-LIGHT HOLDER HANGING,16,11.0,Top Performer
Canada,COLOURING PENCILS BROWN TUBE,60,3.0,Top Performer
Canada,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,3,17.0,Top Performer
Canada,DANISH ROSE DECORATIVE PLATE,6,15.0,Top Performer
Canada,DINOSAUR KEYRINGS ASSORTED,36,6.0,Top Performer
Canada,DOLLY GIRL LUNCH BOX,12,12.0,Top Performer
Canada,FLORAL FOLK STATIONERY SET,12,12.0,Top Performer
Canada,GENTLEMAN SHIRT REPAIR KIT ,12,12.0,Top Performer
Canada,GINGHAM ROSE WRAP,25,8.0,Top Performer
Canada,GRASS HOPPER WOODEN WALL CLOCK ,3,17.0,Top Performer
Canada,GREEN REGENCY TEACUP AND SAUCER,6,15.0,Top Performer
Canada,GREEN ROUND COMPACT MIRROR,24,9.0,Top Performer
Canada,HANGING JAM JAR T-LIGHT HOLDER,12,12.0,Top Performer
Canada,HELLO SAILOR BLUE SOAP HOLDER,12,12.0,Top Performer
Canada,HOME SWEET HOME MUG,24,9.0,Top Performer
Canada,IVORY KITCHEN SCALES,2,18.0,Top Performer
Canada,LA PALMIERA TILE COASTER,24,9.0,Top Performer
Canada,LUNCH BAG  BLACK SKULL.,50,4.0,Top Performer
Canada,LUNCH BAG ALPHABET DESIGN,10,13.0,Top Performer
Canada,LUNCH BAG APPLE DESIGN,10,13.0,Top Performer
Canada,LUNCH BAG CARS BLUE,10,13.0,Top Performer
Canada,LUNCH BAG DOLLY GIRL DESIGN,10,13.0,Top Performer
Canada,LUNCH BAG SPACEBOY DESIGN ,30,7.0,Top Performer
Canada,LUNCH BAG SUKI DESIGN ,30,7.0,Top Performer
Canada,LUNCH BAG VINTAGE LEAF DESIGN,10,13.0,Top Performer
Canada,LUNCH BAG WOODLAND,10,13.0,Top Performer
Canada,MAGNETS PACK OF 4 HOME SWEET HOME,12,12.0,Top Performer
Canada,MAGNETS PACK OF 4 RETRO PHOTO,12,12.0,Top Performer
Canada,MAGNETS PACK OF 4 SWALLOWS,12,12.0,Top Performer
Canada,MAGNETS PACK OF 4 VINTAGE COLLAGE,12,12.0,Top Performer
Canada,MAGNETS PACK OF 4 VINTAGE LABELS ,12,12.0,Top Performer
Canada,METAL SIGN CUPCAKE SINGLE HOOK,8,14.0,Top Performer
Canada,"METAL SIGN,CUPCAKE SINGLE HOOK",8,14.0,Top Performer
Canada,MINIATURE ANTIQUE ROSE HOOK IVORY,12,12.0,Top Performer
Canada,MINT KITCHEN SCALES,2,18.0,Top Performer
Canada,MOROCCAN TEA GLASS,12,12.0,Top Performer
Canada,MOTORING TISSUE BOX,36,6.0,Top Performer
Canada,NO JUNK MAIL METAL SIGN,24,9.0,Top Performer
Canada,PACK OF 12 COLOURED PENCILS,12,12.0,Top Performer
Canada,PACK OF 12 TRADITIONAL CRAYONS,24,9.0,Top Performer
Canada,PACK OF 60 DINOSAUR CAKE CASES,24,9.0,Top Performer
Canada,PACK OF 60 SPACEBOY CAKE CASES,24,9.0,Top Performer
Canada,PAINTED METAL PEARS ASSORTED,8,14.0,Top Performer
Canada,PIG MUG IN TWO COLOUR DESIGNS,12,12.0,Top Performer
Canada,PINK DOUGHNUT TRINKET POT ,12,12.0,Top Performer
Canada,PINK PAPER PARASOL ,6,15.0,Top Performer
Canada,PINK/WHITE CHRISTMAS TREE 60CM,24,9.0,Top Performer
Canada,PLASTERS IN TIN CIRCUS PARADE ,12,12.0,Top Performer
Canada,PLASTERS IN TIN SPACEBOY,12,12.0,Top Performer
Canada,PLASTERS IN TIN STRONGMAN,12,12.0,Top Performer
Canada,PLASTERS IN TIN WOODLAND ANIMALS,12,12.0,Top Performer
Canada,POSTAGE,1,19.0,Top Performer
Canada,PURPLE PAPER PARASOL,6,15.0,Top Performer
Canada,RED COAT RACK PARIS FASHION,3,17.0,Top Performer
Canada,RED PAPER PARASOL,6,15.0,Top Performer
Canada,RED RETROSPOT TISSUE BOX,36,6.0,Top Performer
Canada,REGENCY CAKESTAND 3 TIER,1,19.0,Top Performer
Canada,REGENCY MILK JUG PINK ,4,16.0,Top Performer
Canada,REGENCY SUGAR BOWL GREEN,4,16.0,Top Performer
Canada,REGENCY TEA PLATE GREEN ,12,12.0,Top Performer
Canada,REGENCY TEA PLATE PINK,12,12.0,Top Performer
Canada,REGENCY TEA PLATE ROSES ,12,12.0,Top Performer
Canada,REGENCY TEAPOT ROSES ,2,18.0,Top Performer
Canada,RETRO COFFEE MUGS ASSORTED,504,1.0,Top Performer
Canada,REVOLVER WOODEN RULER ,12,12.0,Top Performer
Canada,ROSES REGENCY TEACUP AND SAUCER ,6,15.0,Top Performer
Canada,SAVE THE PLANET MUG,36,6.0,Top Performer
Canada,SCOTTIE DOGS BABY BIB,48,5.0,Top Performer
Canada,SET 12 KIDS  WHITE CHALK STICKS,24,9.0,Top Performer
Canada,SET 12 KIDS COLOUR  CHALK STICKS,24,9.0,Top Performer
Canada,SET OF 12 FAIRY CAKE BAKING CASES,16,11.0,Top Performer
Canada,SET OF 12 MINI LOAF BAKING CASES,8,14.0,Top Performer
Canada,SET OF 5 LUCKY CAT MAGNETS ,12,12.0,Top Performer
Canada,SET OF 5 PANCAKE DAY MAGNETS,12,12.0,Top Performer
Canada,SET OF 6 NATIVITY MAGNETS ,12,12.0,Top Performer
Canada,SET OF 6 SNACK LOAF BAKING CASES,8,14.0,Top Performer
Canada,SET OF 6 SOLDIER SKITTLES,4,16.0,Top Performer
Canada,SET OF 6 TEA TIME BAKING CASES,8,14.0,Top Performer
Canada,SET/3 DECOUPAGE STACKING TINS,3,17.0,Top Performer
Canada,SEWING SUSAN 21 NEEDLE SET,12,12.0,Top Performer
Canada,SILVER STANDING GNOME   ,4,16.0,Top Performer
Canada,SKULL LUNCH BOX WITH CUTLERY ,18,10.0,Top Performer
Canada,SKULLS SQUARE TISSUE BOX,36,6.0,Top Performer
Canada,SMALL RED BABUSHKA NOTEBOOK ,12,12.0,Top Performer
Canada,SMALL YELLOW BABUSHKA NOTEBOOK ,12,12.0,Top Performer
Canada,SPACEBOY GIFT WRAP,25,8.0,Top Performer
Canada,SPACEBOY TV DINNER TRAY,3,17.0,Top Performer
Canada,SQUARE CHERRY BLOSSOM CABINET,4,16.0,Top Performer
Canada,STRAWBERRY CERAMIC TRINKET BOX,12,12.0,Top Performer
Canada,STRAWBERRY FAIRY CAKE TEAPOT,8,14.0,Top Performer
Canada,STRAWBERRY LUNCH BOX WITH CUTLERY,6,15.0,Top Performer
Canada,TRADITIONAL WOODEN CATCH CUP GAME ,12,12.0,Top Performer
Canada,TRAVEL SEWING KIT,10,13.0,Top Performer
Canada,TREASURE ISLAND BOOK BOX,8,14.0,Top Performer
Canada,TREASURE TIN BUFFALO BILL ,6,15.0,Top Performer
Canada,TREASURE TIN GYMKHANA DESIGN,6,15.0,Top Performer
Canada,TUMBLER BAROQUE,24,9.0,Top Performer
Canada,"TUMBLER, BAROQUE",6,15.0,Top Performer
Canada,TV DINNER TRAY AIR HOSTESS ,3,17.0,Top Performer
Canada,TV DINNER TRAY DOLLY GIRL,3,17.0,Top Performer
Canada,VINTAGE UNION JACK CUSHION COVER,4,16.0,Top Performer
Canada,WAKE UP COCKEREL TILE COASTER,24,9.0,Top Performer
Canada,"WHITE TEA,COFFEE,SUGAR JARS",12,12.0,Top Performer
Canada,WOODEN SCHOOL COLOURING SET,12,12.0,Top Performer
Canada,WORLD WAR 2 GLIDERS ASSTD DESIGNS,288,2.0,Top Performer
Canada,WRAP BAD HAIR DAY,25,8.0,Top Performer
Canada,WRAP CAROUSEL,25,8.0,Top Performer
Canada,WRAP DOILEY DESIGN,25,8.0,Top Performer
Canada,WRAP ENGLISH ROSE ,25,8.0,Top Performer
Canada,WRAP GREEN PEARS ,25,8.0,Top Performer
Canada,WRAP RED APPLES ,25,8.0,Top Performer
Canada,YELLOW COAT RACK PARIS FASHION,3,17.0,Top Performer
Channel Islands, SPACEBOY BABY GIFT SET,3,38.0,General performer
Channel Islands,12 COLOURED PARTY BALLOONS,40,18.0,Top Performer
Channel Islands,3 HOOK PHOTO SHELF ANTIQUE WHITE,6,35.0,Top Performer
Channel Islands,3 STRIPEY MICE FELTCRAFT,24,23.0,Top Performer
Channel Islands,36 DOILIES VINTAGE CHRISTMAS,36,19.0,Top Performer
Channel Islands,36 FOIL HEART CAKE CASES,12,30.0,Top Performer
Channel Islands,36 FOIL STAR CAKE CASES ,6,35.0,Top Performer
Channel Islands,6 RIBBONS RUSTIC CHARM,24,23.0,Top Performer
Channel Islands,6 ROCKET BALLOONS ,24,23.0,Top Performer
Channel Islands,60 CAKE CASES DOLLY GIRL DESIGN,72,11.0,Top Performer
Channel Islands,60 CAKE CASES VINTAGE CHRISTMAS,72,11.0,Top Performer
Channel Islands,60 TEATIME FAIRY CAKE CASES,72,11.0,Top Performer
Channel Islands,72 SWEETHEART FAIRY CAKE CASES,48,16.0,Top Performer
Channel Islands,ALARM CLOCK BAKELIKE IVORY,4,37.0,Top Performer
Channel Islands,ALARM CLOCK BAKELIKE PINK,4,37.0,Top Performer
Channel Islands,ALARM CLOCK BAKELIKE RED ,20,26.0,Top Performer
Channel Islands,ALUMINIUM STAMPED HEART,8,33.0,Top Performer
Channel Islands,ANTIQUE HEART SHELF UNIT,2,39.0,General performer
Channel Islands,ANTIQUE SILVER BAUBLE LAMP  ,4,37.0,Top Performer
Channel Islands,APOTHECARY MEASURING JAR,2,39.0,General performer
Channel Islands,APRON APPLE DELIGHT,8,33.0,Top Performer
Channel Islands,ASSORTED COLOUR BIRD ORNAMENT,8,33.0,Top Performer
Channel Islands,ASSORTED COLOUR MINI CASES,2,39.0,General performer
Channel Islands,BAKING MOULD CHOCOLATE CUPCAKES,12,30.0,Top Performer
Channel Islands,BAKING MOULD EASTER EGG MILK CHOC,6,35.0,Top Performer
Channel Islands,BAKING MOULD EASTER EGG WHITE CHOC,6,35.0,Top Performer
Channel Islands,BAKING MOULD HEART MILK CHOCOLATE,12,30.0,Top Performer
Channel Islands,BAKING MOULD HEART WHITE CHOCOLATE,6,35.0,Top Performer
Channel Islands,BATH BUILDING BLOCK WORD,9,32.0,Top Performer
Channel Islands,BELLE JARDINIERE CUSHION COVER,8,33.0,Top Performer
Channel Islands,BICYCLE SAFTEY WALL ART,4,37.0,Top Performer
Channel Islands,BIRD DECORATION RED RETROSPOT,12,30.0,Top Performer
Channel Islands,BISCUIT TIN VINTAGE CHRISTMAS,12,30.0,Top Performer
Channel Islands,BLACK KITCHEN SCALES,2,39.0,General performer
Channel Islands,BLUE 3 PIECE POLKADOT CUTLERY SET,4,37.0,Top Performer
Channel Islands,BLUE DINER WALL CLOCK,6,35.0,Top Performer
Channel Islands,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,12,30.0,Top Performer
Channel Islands,BLUE HAPPY BIRTHDAY BUNTING,6,35.0,Top Performer
Channel Islands,BLUE POLKADOT WRAP,25,22.0,Top Performer
Channel Islands,BLUE SPOT CERAMIC DRAWER KNOB,24,23.0,Top Performer
Channel Islands,BLUE STRIPE CERAMIC DRAWER KNOB,12,30.0,Top Performer
Channel Islands,BOTTLE BAG RETROSPOT ,10,31.0,Top Performer
Channel Islands,BOX OF 24 COCKTAIL PARASOLS,50,15.0,Top Performer
Channel Islands,BREAD BIN DINER STYLE IVORY,2,39.0,General performer
Channel Islands,BREAD BIN DINER STYLE RED ,3,38.0,General performer
Channel Islands,BUNNY WOODEN PAINTED WITH BIRD ,12,30.0,Top Performer
Channel Islands,CALENDAR PAPER CUT DESIGN,6,35.0,Top Performer
Channel Islands,CANDLEHOLDER PINK HANGING HEART,6,35.0,Top Performer
Channel Islands,CARD BILLBOARD FONT,12,30.0,Top Performer
Channel Islands,CARD DOLLY GIRL ,12,30.0,Top Performer
Channel Islands,CARD GINGHAM ROSE ,12,30.0,Top Performer
Channel Islands,CARD PSYCHEDELIC APPLES,12,30.0,Top Performer
Channel Islands,CARRIAGE,3,38.0,General performer
Channel Islands,CHERUB HEART DECORATION SILVER ,24,23.0,Top Performer
Channel Islands,CHOCOLATE HOT WATER BOTTLE,3,38.0,General performer
Channel Islands,CHOCOLATE THIS WAY METAL SIGN,12,30.0,Top Performer
Channel Islands,CHRISTMAS CRAFT LITTLE FRIENDS,18,27.0,Top Performer
Channel Islands,CHRISTMAS CRAFT TREE TOP ANGEL,18,27.0,Top Performer
Channel Islands,CHRISTMAS CRAFT WHITE FAIRY ,12,30.0,Top Performer
Channel Islands,CHRISTMAS LIGHTS 10 REINDEER,6,35.0,Top Performer
Channel Islands,CHRISTMAS METAL TAGS ASSORTED ,48,16.0,Top Performer
Channel Islands,CHRISTMAS RETROSPOT ANGEL WOOD,12,30.0,Top Performer
Channel Islands,CHRISTMAS TABLE SILVER CANDLE SPIKE,32,20.0,Top Performer
Channel Islands,CHRISTMAS TOILET ROLL,12,30.0,Top Performer
Channel Islands,CLASSIC METAL BIRDCAGE PLANT HOLDER,4,37.0,Top Performer
Channel Islands,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,48,16.0,Top Performer
Channel Islands,COOK WITH WINE METAL SIGN ,24,23.0,Top Performer
Channel Islands,CORDIAL JUG,2,39.0,General performer
Channel Islands,COSY HOUR CIGAR BOX MATCHES ,24,23.0,Top Performer
Channel Islands,COSY HOUR GIANT TUBE MATCHES,12,30.0,Top Performer
Channel Islands,CREAM SWEETHEART EGG HOLDER,4,37.0,Top Performer
Channel Islands,CREAM SWEETHEART MINI CHEST,20,26.0,Top Performer
Channel Islands,CUPBOARD 3 DRAWER MA CAMPAGNE,1,40.0,General performer
Channel Islands,DOG LICENCE WALL ART,4,37.0,Top Performer
Channel Islands,DOILEY BISCUIT TIN,6,35.0,Top Performer
Channel Islands,DOLLY GIRL BABY GIFT SET,3,38.0,General performer
Channel Islands,DOLLY GIRL LUNCH BOX,12,30.0,Top Performer
Channel Islands,DOORKNOB CRACKED GLAZE IVORY,6,35.0,Top Performer
Channel Islands,DOORMAT 3 SMILEY CATS,6,35.0,Top Performer
Channel Islands,DOORMAT ENGLISH ROSE ,12,30.0,Top Performer
Channel Islands,DOORMAT FAIRY CAKE,8,33.0,Top Performer
Channel Islands,DOORMAT FANCY FONT HOME SWEET HOME,8,33.0,Top Performer
Channel Islands,DOORMAT HEARTS,10,31.0,Top Performer
Channel Islands,DOORMAT HOME SWEET HOME BLUE ,16,28.0,Top Performer
Channel Islands,DOORMAT KEEP CALM AND COME IN,6,35.0,Top Performer
Channel Islands,DOORMAT MULTICOLOUR STRIPE,6,35.0,Top Performer
Channel Islands,DOORMAT NEW ENGLAND,10,31.0,Top Performer
Channel Islands,DOORMAT PEACE ON EARTH BLUE,4,37.0,Top Performer
Channel Islands,DOORMAT RED RETROSPOT,18,27.0,Top Performer
Channel Islands,DOORMAT RESPECTABLE HOUSE,2,39.0,General performer
Channel Islands,DOORMAT SPOTTY HOME SWEET HOME,2,39.0,General performer
Channel Islands,DOORMAT TOPIARY,6,35.0,Top Performer
Channel Islands,DOORMAT UNION FLAG,2,39.0,General performer
Channel Islands,DOORMAT UNION JACK GUNS AND ROSES,12,30.0,Top Performer
Channel Islands,DOORMAT VINTAGE LEAF,4,37.0,Top Performer
Channel Islands,DOORMAT WELCOME PUPPIES,10,31.0,Top Performer
Channel Islands,DOORMAT WELCOME TO OUR HOME,12,30.0,Top Performer
Channel Islands,DRAWER KNOB CERAMIC IVORY,12,30.0,Top Performer
Channel Islands,DRAWER KNOB VINTAGE GLASS STAR,18,27.0,Top Performer
Channel Islands,EASTER CRAFT 4 CHICKS ,12,30.0,Top Performer
Channel Islands,EASTER TIN BUNNY BOUQUET,6,35.0,Top Performer
Channel Islands,EASTER TIN CHICKS IN GARDEN,6,35.0,Top Performer
Channel Islands,EASTER TIN KEEPSAKE,6,35.0,Top Performer
Channel Islands,EGG FRYING PAN IVORY ,12,30.0,Top Performer
Channel Islands,EGG FRYING PAN MINT ,12,30.0,Top Performer
Channel Islands,EGG FRYING PAN PINK ,12,30.0,Top Performer
Channel Islands,ELEPHANT CARNIVAL POUFFE,2,39.0,General performer
Channel Islands,ENGLISH ROSE HOT WATER BOTTLE,4,37.0,Top Performer
Channel Islands,FAIRY CAKE FLANNEL ASSORTED COLOUR,9,32.0,Top Performer
Channel Islands,FAIRY TALE COTTAGE NIGHTLIGHT,12,30.0,Top Performer
Channel Islands,FAMILY ALBUM WHITE PICTURE FRAME,6,35.0,Top Performer
Channel Islands,FAMILY PHOTO FRAME CORNICE,4,37.0,Top Performer
Channel Islands,FANCY FONTS BIRTHDAY WRAP,25,22.0,Top Performer
Channel Islands,FANNY'S REST STOPMETAL SIGN,12,30.0,Top Performer
Channel Islands,FELTCRAFT 6 FLOWER FRIENDS,12,30.0,Top Performer
Channel Islands,FELTCRAFT BOY JEAN-PAUL KIT,12,30.0,Top Performer
Channel Islands,FELTCRAFT BUTTERFLY HEARTS,12,30.0,Top Performer
Channel Islands,FELTCRAFT CHRISTMAS FAIRY,16,28.0,Top Performer
Channel Islands,FELTCRAFT CUSHION OWL,12,30.0,Top Performer
Channel Islands,FELTCRAFT DOLL EMILY,12,30.0,Top Performer
Channel Islands,FELTCRAFT DOLL MOLLY,12,30.0,Top Performer
Channel Islands,FELTCRAFT DOLL ROSIE,12,30.0,Top Performer
Channel Islands,FELTCRAFT GIRL AMELIE KIT,12,30.0,Top Performer
Channel Islands,FELTCRAFT GIRL NICOLE KIT,12,30.0,Top Performer
Channel Islands,FELTCRAFT PRINCESS CHARLOTTE DOLL,60,14.0,Top Performer
Channel Islands,FELTCRAFT PRINCESS LOLA DOLL,60,14.0,Top Performer
Channel Islands,FELTCRAFT PRINCESS OLIVIA DOLL,60,14.0,Top Performer
Channel Islands,FIRST AID TIN,6,35.0,Top Performer
Channel Islands,FLOOR CUSHION ELEPHANT CARNIVAL,2,39.0,General performer
Channel Islands,FOLDING MIRROR HOT PINK ,12,30.0,Top Performer
Channel Islands,FOOT STOOL HOME SWEET HOME ,2,39.0,General performer
Channel Islands,FUNKY DIVA PEN,144,5.0,Top Performer
Channel Islands,GARDENERS KNEELING PAD CUP OF TEA ,12,30.0,Top Performer
Channel Islands,GARDENERS KNEELING PAD KEEP CALM ,12,30.0,Top Performer
Channel Islands,GIN AND TONIC MUG,12,30.0,Top Performer
Channel Islands,GINGERBREAD MAN COOKIE CUTTER,12,30.0,Top Performer
Channel Islands,GINGHAM BABUSHKA DOORSTOP,4,37.0,Top Performer
Channel Islands,GINGHAM ROSE WRAP,25,22.0,Top Performer
Channel Islands,GLASS  BEURRE DISH,4,37.0,Top Performer
Channel Islands,GLASS  SONGBIRD STORAGE JAR,2,39.0,General performer
Channel Islands,GLASS BON BON JAR,12,30.0,Top Performer
Channel Islands,GLASS HEART T-LIGHT HOLDER ,12,30.0,Top Performer
Channel Islands,GLITTER BUTTERFLY CLIPS,48,16.0,Top Performer
Channel Islands,GREEN GOOSE FEATHER CHRISTMAS TREE ,6,35.0,Top Performer
Channel Islands,GREEN METAL BOX ARMY SUPPLIES,2,39.0,General performer
Channel Islands,GREEN METAL BOX TOP SECRET,2,39.0,General performer
Channel Islands,GREY HEART HOT WATER BOTTLE,4,37.0,Top Performer
Channel Islands,HAND WARMER OWL DESIGN,12,30.0,Top Performer
Channel Islands,HAND WARMER RED LOVE HEART,12,30.0,Top Performer
Channel Islands,HAND WARMER SCOTTY DOG DESIGN,12,30.0,Top Performer
Channel Islands,HANGING CLEAR MINI BOTTLE,48,16.0,Top Performer
Channel Islands,HANGING ENGRAVED METAL HEART,2,39.0,General performer
Channel Islands,HANGING HEART JAR T-LIGHT HOLDER,48,16.0,Top Performer
Channel Islands,HANGING HEART ZINC T-LIGHT HOLDER,60,14.0,Top Performer
Channel Islands,HANGING JAM JAR T-LIGHT HOLDERS,24,23.0,Top Performer
